id,English,Twi
id_faktrwwfq1,"Moreover, the lack of commitment from teachers in providing knowledge to the learners exacerbates the issue, compounded by the consistent absence of headteachers, resulting in poor performances within the schools.","Bio nso, ahofama a akyerɛkyerɛfo nni wɔ nimdeɛ a wɔde bɛma asuafo no mu no ma asɛm no mu yɛ den, te sɛ akyerɛkyerɛfo mpanyimfo a wonni hɔ bere nyinaa, na ɛma wɔnyɛ adwuma yiye wɔ sukuu ahorow no mu."
id_o6aizo34dq,The patient's medical bill was over one millioncedis.,Ná ɔyarefo no ayaresa ho ka boro ɔpepem biako.
id_h3orik29uk,"The three will be AA (with no problem), AS (with small problem) and SS ( full problem).","Baasa no deɛ bɛyɛ AA (deɛ ɔhaw biara nni ho), AS (deɛ ate kyema kakra) ne AS (deɛ ate kyema)."
id_rby1aalhv6,Husbands need to help out their wives when they are pregnant.,Ɛsɛ sɛ okununom boa wɔn yerenom bere a wɔanyinsɛn no.
id_z5lmgi8wm4,Parents struggle to pay their children's school fees.,Awofoɔ bɔ mmɔden sɛ wobɛtua wɔn mma sukuu ka.
id_duyvkvx3wd,Roads leading to the bridges will be constructed.,wɔbɛyɛ akwan a ɛkɔ abɔntenban no so.
id_2vusi4lp5b,"Go to happy places often, and be close to those who bring joy and laughter into your life rather than being alone every day.","Taa kɔ mmeaeɛ a anigyeɛ wɔ hɔ, na bɛn wɔn a wɔde anigyeɛ ne sereɛ ba w'abrabɔ mu sene sɛ wo nko ara wobɛte wo ho dabiara."
id_h4y06nl7m5,But what we must also note is that we receive these benefits when we have eaten the pepper properly.,"Nanso deɛ ɛsɛ sɛ yɛhyɛ no nso ne sɛ, yɛnya saa mfasoɔ yinom berɛ a yɛadi mako sɛdeɛ ɛsɛ."
id_ksnvohcwml,The borderline helps criminals to monitor police patrol.,Ɔhye no boa nsɛmmɔnedifo ma wɔhwɛ polisifo a wɔwɛn hɔ no so.
id_kfcuz2xqdc,Wa East district is the second poorest district in the Upper West region.,Wa Apueeɛ mansini no na wɔtɔ so mmienu wɔ ahokyerɛ yi mu Atifi Atɔeɛ Mantam no mu.
id_0r1fi3qokk,"Don’t add frustration, it discourages kids.","Mfa abammuo nka ho, ɛku mmɔfra no."
id_kwo25npuqa,"The judge said it is not good to deprive children of their rights, emphasizing the importance of protecting their well-being.","Ɔtɛmmuafoɔ no kaa sɛ ɛnyɛ papa sɛ yɛbɛgye mmɔfra faahosie afiri wɔn nsam, ɔsii so dua sɛ mfasoɔ wɔ so pa ara sɛɛ yɛbɔ mmɔfra yiedie ho ban"
id_bf9xndoml3,After assessment government will communicate the framework of operation for learning institutions.,Nhwehwɛmu akyi no aban bɛka dwumadie nhyehyɛeɛ a ɛfa adesua asoɛeɛ ho no ho asɛm
id_ejevo6gfzp,"It is not good to use the teeth to cut our nails because, it can allow the dirt in the nails and microorganisms that we cannot see with our eyes to enter our body and cause us to get sick.","Ɛnyɛ papa sɛ yɛbɛkeka yɛn mmɔwerɛ ɛfiri sɛ, ɛbɛtumi ama efi a ɛwɔ mmɔwerɛ no mu ne mmoawa nketenkete a yɛntumi mfa yɛn ani nhunu wɔn no akɔ yɛn nipadua mu ama yɛayare."
id_83nfwrzzv2,There are few male parents who talks to their daughter about menstruation periods.,Yɛwɔ awofoɔ mmarima kakraa bi a wɔne wɔn ba baa kasa fa mfikyirikɔ berɛ.
id_b33zd47mmc,The head of the program emphasized that local programs should be strengthened.,"Owura a ɔda dwumadie no ano no sii so sɛ, ɛsɛ sɛ wɔhyɛ dwumadie a wɔyɛ no mpɔtam hɔ no mu den"
id_zbhlzzyx7o,It's the government's responsibility to preserve all the various kinds of seeds.,Ɛyɛ aban no asɛdeɛ sɛ ɛkora aba ahodoɔ no nyinaa so.
id_xjghmwzbb8,She was wearing an expensive necklace but did not have enough money to buy that hand bag.,Ná ɔhyɛ kɔnmuade a ne bo yɛ den nanso na onni sika a ɛdɔɔso a ɔde bɛtɔ saa nsa bag no.
id_mzpgh2vvym,Ayamkuro is the most commonly known kisikuro or ekunini.,Ayamkuro ne kisikuro anaa ekunini a nnipa pii no ara nim.
id_2zdy6ro70n,He sang a song that he used to market his music studio.,Ɔtoo dwom bi a ɔde dii ne nnwom adwumayɛbea no ho gua
id_uj1vhnjw4y,"In Akans calendar, they have six sacred days.","Akanfoɔ nnabuo mu no, wɔwɔ nnapɔnna anaa nna bɔne ahodoɔ nsia."
id_wipr2j98d9,"Some of the mistakes I made in the past, I won’t make now.","Mfomsoɔ ahodoɔ bi a meyɛɛ no berɛ a atwam no, merenyɛ no seesei."
id_qxdcebe5dj,People are advised to engage in development al activities.,Wɔtu nkorɔfoɔ fo sɛ wɔnyɛ mpuntuo nnwuma.
id_xgo4e8c83e,The government needs to improve the transport network in the region.,Ɛsɛ sɛ aban no boa ma akwantuo ho nsɛm tu mpɔn wɔ mantam no mu
id_agk8t66nfz,Many people are now getting involved in poultry farming.,Mprempren nnipa pii de wɔn ho ahyɛ nkokɔyɛn mu.
id_kt6erc7jxy,People lack skills to participate in business activities.,Nkorɔfoɔ nni nimdeɛ a wɔde bɛyɛ nnwuma ahodoɔ.
id_yffu2fdw7r,People's crops are destroyed during the land conflicts.,Nkorɔfoɔ nnɔbaeɛ sɛe berɛ a wɔreko asase no ho.
id_45r96yv6w2,"It is said that it can cure certain diseases, from helping the food we eat to do its job to reducing various heart diseases.","Wᴐkyerε mu a, εtumi sa nyarewa binom, de firi sε εreboa nnuane a yεdie no ama no ayε n’adwuma so de rekᴐsi sε εrete akoma mu nyarewa ahodoᴐ soᴐ."
id_awqzs867ux,"In percentage, the Chinese are 22% of the total number of 161, 007 foreigners from 202 countries in Ghana.","Sɛ yɛhwɛ no ↄha mu nkyekyɛmu mu a nnipa 161,007 a wↄfiri aman afoforↄ 202 so a wↄwↄ Ghana mu no, ɛmu ↄha mu nyekyɛmu 22 na wↄyɛ China foↄ."
id_pud2ourk0o,Fraud will affect the outcome of an election.,Apoobɔ betumi anya nsunsuanso wɔ abatow mu
id_wga3qjnk2q,"There are also many treatments that give anti-inflammatory drugs to protect the lining of the stomach and its fluid from the infection, and over time, the person becomes completely recovered keep.","Bio ayamkuro pii wᴐ hᴐ a wᴐma nnuro a ԑbrԑ asede a ԑwᴐ nipadua no mu no ase ma no bᴐ yafunu no mu nsԑmu no ne ԑmu nsuo no ho ban firi asede no ho, na berԑ rekᴐ anim no, onipa no ho tumi tᴐ no kora kora."
id_xwcijrucpa,Cultural leaders are highly respected by their subjects.,Wɔn manfo bu amammerɛ mu akannifo kɛse.
id_lpbs4qlp3z,The community leader advised the youth to start businesses.,Mpɔtam hɔ kannifo no tuu mmabun no fo sɛ wonfi nnwuma ase.
id_1ix17v0avq,Read it well and seek for understanding and say something about it.,"Kenkan no yie pɛ mu nteaseɛ yie, na ka ho asɛm."
id_z5lcz74orm,Contractors should be mindful of doing satisfactory work.,Ɛsɛ sɛ wɔn a wɔyɛ adwuma no ma wɔn adwene si adwuma a ɛma abotɔyam a wɔbɛyɛ so.
id_waxkukqn05,On this day we always remember our great leader who passed away.,Saa da yi yɛkae yɛn kannifoɔ kɛseɛ a ɔwuiɛ no daa.
id_ptwtva0ec4,The officers who committed the crime went into hiding.,Polisifo a wɔyɛɛ amumɔyɛde no kɔhintaw.
id_ikpknfvn0v,The police is investigating the death of the refugee.,Polisifo reyɛ nhwehwɛmu wɔ oguanfo no wu ho.
id_e4wdl9creb,"For this reason, we are going to look at some of the ancient customs and traditions that we have abandoned today, and the benefits they derived from them.","Yei nti, yɛrebɛhwɛ tete amammerɛ ne amanneɛ binom a yɛayi wɔn akwa ɛnnɛ, ne mfasoɔ a na wɔnya firi so."
id_ca6ktsnlkf,"Before blood can form in the body, certain substances need to be able to combine in the body.","Ansa na mogya bɛtumi aba wɔ nipadua no mu no, ɛhia sɛ nneɛma ahodoɔ bi tumi keka bɔ mu wɔ nipadua no mu ansa."
id_cbomjcoc0q,All solutions to the agricultural problems will be provided.,Wɔde kuayɛ mu haw ahorow no ano aduru nyinaa bɛma.
id_gh1mitt6dd,The business enterprises were recognised during a taxpayers luncheon at desert breeze hoter.,Wogyee nnwumayɛbea ahorow no toom wɔ towtuafo awia aduan bi ase wɔ anhweatam so mframa a ɛyɛ hyew no mu.
id_7iykic96ph,"In order to overcome this bad habit, it is very important to first identify the source and eradicate it completely because, the tree that gets to be in your eyes, we uproot and cut down!","Yɛbɛtumi adi saa subammɔne yi so a, ɛho hia pa ara sɛ yɛdi kan hunu ne farebae na yɛatumi atu aseɛ koraa ɛfiri sɛ, dua a ɛnya wo a ɛbɛwɔ w'ani deɛ, yɛtu aseɛ na tɛntwa so!"
id_idl4877kka,"if this is the responsibility of the government, we will plead that he steps in.","Sԑ wei yԑ aban no asԑdeԑ nso a, yԑbԑsrԑ sԑ ᴐbԑba mu."
id_dqyyngvkyp,It is said that the egg contains a small amount of all the nutrients the body needs.,"Wɔka sɛ, nnuanennuro a nipadua no hia biara no, ɛmu kakra wɔ kosua mu."
id_84jgtplyyo,The local government will ensure service provision through revenue collection.,Aban ananmusifoɔ a wɔhwɛ nkuro nkumaa amamuo so no bɛhwɛ sɛ wɔbɛdi dwuma son afiri sika a wɔbɛgyegye no mu.
id_wts3q8nxp3,This gives them hope in times when they have no one to turn to.,ℇnam so ma wɔnya anidasoɔ wɔ abrabɔ mu berɛ a wɔto wɔn ani a ɛntɔ obiara anim.
id_bww142crpp,Sometimes parents settle defilement cases with perpetrators in their homes.,Ɛtɔ mmere bi a awofo ne wɔn a wɔyɛ bɔne no siesie efĩ ho nsɛm wɔ wɔn afie mu.
id_jm5mb0lsgm,"Lately, it's been very hard to get your mind off from a lot of stress.","Nnansa yi, ɛyɛ den pa ara sɛ wobɛtumi ayi w'adwene afiri adwennwene bebrebe so."
id_kkl7s2uuru,"If so, let’s take a look at the most common signs.","Ɛte saa deɛ a, ɛnneɛ momma yɛnhwɛ nsɛnkyerɛnneɛ a ɛtaa da adi."
id_vnvu7w1oxr,People have been able to start a new life.,Nkorɔfoɔ atumi ahyɛ abrabɔ foforɔ ase.
id_nosuptseb5,The district council follows up on submitted letters.,Ɔmantam bagua no di nkrataa a wɔde amena no akyi.
id_75l79zjxyo,"Some youths fail to get jobs after graduation, but he has injected more money into his businesses in the area to help women increase household income.","Mmabunu binom ntumi nnya nnwuma bere a wɔawie sukuu no, nanso ɔde sika pii ahyɛ n’adwumayɛbea ahodoɔ a ɛwɔ mpɔtam hɔ no mu de aboa mmea ma afie mu sika akɔ soro."
id_3o77si0fis,they are easily disturb with pity issues.,Asεm ha wᴐn ntεm.
id_6i9hvqb0n2,Artificial ways of preserving food are not good.,Akwan a wɔde nsa ayɛ a wɔfa so kora aduan so no nyɛ papa.
id_xc6hu351jm,"To mitigate deforestation, the government has implemented strict rules to prohibit the cutting down of trees, while local leaders have urged the community to conserve the environment.","Nea ɛbɛyɛ na wɔtumi ako atia nnua a wɔtwa no, aban no ahyehyɛ mmara katee ahodoɔ binom a ɛbɛbara nnua a wɔbu, ɛnna akannifoɔ a wɔwɔ mpɔtam ahodoɔ mu nso ahyɛ ɔmanfoɔ sɛ wɔmmɔ nneɛma a atwa wɔn ho ahyia no ho ban."
id_sb8ph14klm,People below eighteen years are not allowed to access video halls.,Wɔmma nkorɔfoɔ a wɔnnii mfeɛ dunwɔtwe sɛ wɔnkɔ sinihwɛbea.
id_hzg4hublqn,Saving and credit co-operatives give loans at low-interest rates.,sikakorabea ne boseabɔ adwumayɛkuw ahorow de bosea ma wɔ mfɛntom a ɛba fam so.
id_646wrf3st2,The king was very excited during the event.,Ɔhene no ani gyee wɔ dwumadie no ase pa ara.
id_b5kymaa9c9,"they said that gas is something that is very risky, and if it leaks, it can travel and hide in the various whole around it, and if any fire related material or anything that is hot get closer, it can cause fire.","Wᴐkyerԑ sԑ mframagya yԑ adeԑ a ԑho yԑ ahomete yie, na sԑ ԑpe fa ho a, ԑtumi kᴐsiesie ntokuro ne nneԑma a atwa ahyia mu, na sԑ egya anaa biribiara a ԑhye adeԑ ba mu a, ԑtumi ma gyahyehyeԑ ba."
id_7mbrcllwtl,The program was a government initiative to help people who cannot access education services.,Na dwumadie no yɛ aban no adwene a ɔde reboa nnipa wɔntumi nya nwomasua nhyehyɛeɛ.
id_nuf48bttmo,The conflict has created hatred between the people and their leaders.,Ntawntawdi no ama nitan aba nkurɔfo no ne wɔn akannifo ntam.
id_vsq4dm35vp,"Although there are many blood cells in the body, only three of them play a major role in health—the ABO blood group.","Ɛwom sɛ mogya nkwammoa a ɛwɔ nipadua no mu dɔɔso yie deɛ, nanso emu mmiɛnsa pa ara na ɛdi akotene wɔ apɔmuden mu, ɛno ne ABO mogya nkyekyɛmu."
id_btj78w3br8,"It is at this time that others are drawn to the importance of breast screening, and funds are created for thorough diagnosis of the disease for various treatments, and to comfort those who have been infected with the disease.","Saa berɛ yi na wɔtwe afoforɔ adwene si hia a ɛhia sɛ wɔkɔhwehwɛ wɔn nufo mu so, na wɔbɔ fotoɔ a wɔde bɛyɛ saa yadeɛ yi mu nhwehwɛmu yie apɛ ho nnuro ahodoɔ, sane de kyekyere wɔn a yadeɛ yi bi asɔ wɔn ntoma mu no werɛ."
id_nzqw9bvj0i,This means that in all these cases Ghana's efforts are very low.,Wei kyerɛ sɛ ɛba weinom nyinaa mu a ɔman Ghana mmɔdemmɔ wɔ fam yie.
id_ou3n0pb4cq,"If we can solve this societal problem, unless parents instill in their children the customs and values of Akans in them","Yɛbɛtumi asi saa ɔhaw yi ano a, ɛsɛ sɛ awofoɔ kyerɛkyerɛ wɔn mma Akanfoɔ amammerɛ binom a ɛfa abrabɔ pa ho, ne afei asiane ahodoɔ a ɛwɔ ɔbra bɔne mu."
id_3olpitwvpx,"Soon the police also responded that plans were in place to arrest those people, and save the child.","Ankyɛre koraa na apolisifoↄ nso buaa sɛ wↄde nhyehyɛeɛ agu akwan mu sɛ wↄbɛkyere saa nnipa no, na wↄagye abↄtↄfoa no nkwa."
id_fuqrasyfn5,"Research has shown that if pregnant women can eat this fruit very well, they will benefit a lot.","Nhwehwɛmu ada no adi sɛ, sɛ apemfoɔ tumi di saa aduaba yi yie pa ara a, wɔbɛnya mfasoɔ pii."
id_tcgwxajslf,Entebbe is the only international airport in Ghana.,Entebbe na ɔyɛ Ghana wiemhyɛn gyinabea biako pɛ a ɛwɔ aman nyinaa mu.
id_6bcgqt2gxf,"Danquah, but his real name on paper by his parents was Joseph Kwame Kyeretwie Boakye Danquah.","Danquah, nanso ne din a ɛwɔ nkrataa mu a n'awofoɔ de maa no pa ara ne Joseph Kwame Kyeretwie Boakye Danquah."
id_o0olwv6r85,Farmers want income to improve their living standards.,Akuafo pɛ sika a ɛbɛma wɔn asetra atu mpɔn.
id_x6i9jw4nt0,"Bleeding that appears when you have lost your hand, or appears when you are not allowed to see blood, or when you have a miscarriage","Mogyatuo a ԑda adi berԑ woabu wo nsa atwam, anaa ԑda adi berԑ a ԑnni kwan sԑ wohunu mogya, anaa berԑ a woatwa bra"
id_rh1p0lwvk3,Upper West region; the region that the research shown that they are the poorest region in Ghana is the Upper West region.,Atifi Atɔeɛ Mantam mu; Mantam a nhwehwɛmu no daa no adi sɛ wɔn na wɔdi kan wɔ ohia buruburoo ho nhwehwɛmu a wɔyɛɛ no Ghana no ne Atifi Atɔeɛ Mantam no.
id_pzb3rb6ypy,Contestants shall be those that meet the set standards.,Ɛsɛ sɛ akansifo yɛ wɔn a wodu gyinapɛn ahorow a wɔde asi hɔ no ho.
id_4g46x61tu3,It is estimated that at least part of the country is affected by earthquakes every year.,"Wɔkyerɛ sɛ, anyɛ yie koraa no, asasewosoɔ si ɔman no fa bi afe biara."
id_c3l5tw05m7,The team might not be recommended for regional tournament due to the cases of indiscipline exhibited.,Ebia wɔnkamfo ɛkuo no ma wɔnkɔ mantam akansie no ɛsiane nsɛm a ɛfa mmara a wɔnni soɔ no nti.
id_tu1r2jk3xe,The judgment creditor is the person who is owed money under a court judgment.,Onipa a ɔma ɔtɛmmuafoɔ no sika ne onipa a atɛmmuo no kyerɛ sɛ ɔde ka no.
id_szh8rj5qes,Body tattoos and nail polish can also cause HIV infection if their clothes and towels are not cleaned with harsh chemicals.,"Nipadua no ho adwini die ne nkawa ntokuro a yԑbobᴐ toto nipadua no ho no yԑ nso bԑtumi obi anya HIV mmoawa yi bi, sԑ wᴐansiesie wᴐn nneԑma ne mpaneԑ a wᴐde di dwuma amfa nnuro a ano yԑ hye ampepa ho a."
id_qrnj0douap,People should work together and enhance socio-economic development .,Ɛsɛ sɛ nkorɔfoɔ bɔm yɛ adwuma na wɔma asetena ne sikasɛm mu nkɔsoɔ kɔ so.
id_5avxigm9zc,Government officials are usually unfaithful in performing their duties.,Aban mpanyimfo nni nokware wɔ wɔn ndwuma mu.
id_haqbw29sdy,Ways to prevent constipation.,Kwan a yɛbɛtumi afa so asi ayamtim ano.
id_z8ziikhhhi,The policies were adopted by later missionary organizations.,Akyiri yi asɛmpatrɛw ahyehyɛde ahorow na wogyee nhyehyɛe ahorow no toom.
id_u7coz1pqi0,"In rural courts, magistrates are bribed, and they absent themselves on the hearing day.","Wɔ nkuraase asennibea ahorow mu no, wɔma atemmufo adanmude, na wɔankɔ da a wobedi asɛm no."
id_i0t16rjpgt,People should work together and enhance development in their areas.,Ɛsɛ sɛ nkorɔfoɔ yɛ adwuma bɔm na wɔma mpuntuo kɔ so wɔ wɔn mpɔtam.
id_duvogjgu9d,Parents should advise their children about the importance of education.,Ɛsɛ sɛ awofoɔ tu wɔn mma fo wɔ hia a nwomasua ho hia ho.
id_2jujyl5291,Scholastic materials were given out during the handover ceremony.,Wɔde sukuu mu nneɛma mae bere a wɔreyɛ guasodeyɛ a wɔde bɛma no no.
id_k8dlxj0asi,I am grateful for the ongoing support from the ministry of health to Ghanaians.,M’ani sɔ mmoa a ɛkɔ so fi asoe a wɔhwɛ apom den so de ma Ghanafo.
id_m1808or9o1,The applicant was allowed to lead until election days.,Wɔmaa nea ɔrehwehwɛ no kwan ma odii anim kosii abatow nna.
id_286dfkpkli,The school needs cameras to help with monitoring of the premises.,Sukuu no hia mfoninitwa mfiri a ɛbɛboa ma wɔahwɛ beae no so.
id_295pd96uek,"their behavior is very encouraging, and their actions are so strong.","Wᴐn suban hyε nkuran, na wᴐn yεbea gyina ne nan so."
id_f3j8vojgn8,"Similarly, he can only accept blood from someone with blood type B or O.",Saa ara na ɔno nso bɛtumi agye mogya afiri obi a ne mogya nkyekyɛmu yɛ B anaa O nko ara hɔ
id_wf6173jfg9,Ashanti however abandoned their campaign of pursuit after capturing a British fort and establishing their presence and authority on the coast.,Nanso Ashanti gyaee wɔn ɔsatu a wɔde dii akyi no bere a wɔfaa Britania abankɛse bi na wɔde wɔn ba a wɔwɔ ne tumidi sii hɔ wɔ mpoano no akyi.
id_u5s5eynxzj,Health workers will be given the support they need to find solutions for existing challenges.,Wɔbɛma akwahosan ho adwumayɛfo mmoa a wohia na wɔahwehwɛ nsɛnnennen a ɛwɔ hɔ dedaw no ano aduru.
id_yhvozcz40e,People need a conducive environment to do business.,Nkorɔfoɔ hia beaeɛ pa de ayɛ adwuma.
id_nzp7ts1j2y,In most cases your mindset influences your actions.,"Mpɛn pii no, w’adwene nya wo nneyɛe so nkɛntɛnso."
id_lyndp9odbm,Pregnant mothers should visit hospitals for maternity services.,ɛsɛ sɛ ɛnanom a wɔyem kɔ ayaresabea kɔyɛ awo ho adwuma.
id_pjl050o0fv,elders are part of the negotiation process between the two families.,mpanyimfo no ka abusua mienu no ntam asɛm no ho.
id_n5pwgv2r2l,Leaders want people to engage in agricultural and economic activities.,Akannifoɔ pɛ sɛ nkurɔfoɔ de wɔn ho hyɛ kuayɛ ne sikasɛm mu dwumadie ahodoɔ mu.
id_0pq14r5frf,"Natural science researchers including the United States National Aeronautics and Space Administration analyzed more than 300,000 surveillance images, including 9.9 billion tree species","Abᴐdeε mu nyansapε nhwehwεmuyεfoᴐ a United States National Aeronautics and Space Administration ka ho de mfidie a εde wᴐn ani di nneεma akyi twa ho mfonin to hᴐ mu mfonin bεboro 300,000 na εyε nhwehwεmu no, na wᴐnyaa nnua ahodoᴐ ᴐpepepe 9.9 wᴐ mu."
id_4mzsugqjdj,in marriage what we know is the most important is the children God will give to the marriage couples.,"Awareɛ biara mu nso deɛ, yɛnim sɛ agyapadeɛ titire a Ɔbɔadeɛ no de dom awarefoɔ nyinaa ne mma a wɔbɛwo wɔn."
id_xvoskg5mvs,"She resigned from her job because they were paying her little money, but now she has several businesses that are hiring some of the locals in that area.","Ogyaee n’adwuma esiane sɛ na wɔretua no sika kakraa bi nti, nanso mprempren ɔwɔ nnwuma pii a wɔrefa ɛhɔfo a wɔwɔ saa mpɔtam hɔ no bi adwuma."
id_cvv70ln9i2,The number of pregnant teenagers is rising in this coronavirus pandemic period.,Mmabun a wɔyem dodow rekɔ soro wɔ coronavirus ɔyaredɔm bere yi mu.
id_4lswn1b98m,"Psychological abuse: involves causing fear by intimidation; threatening physical harm to self, partner or children; destruction of pets and property; “mind games”; or forcing isolation from friends, family, school and/or work.","adwene mu ayayade: nea ɛka ho ne sɛ wɔde ehu bɛba denam ahunahuna so; honam fam opira a wɔde hunahuna wɔn ho, ɔhokafo anaa mmofra; afieboa ne agyapade a wɔsɛe no; “adwene mu agodie”; anaasɛ wɔhyɛ obi ma ɔtew ne ho fi nnamfo, abusua, sukuu ne/anaa adwuma ho."
id_vusf7nvt91,"However, VIP JEOUN has announced new prices which start on Monday",Nanso VIP JEOUN de kaa sika foforɔ no atoto dwa dada a ɛrehyɛ aseɛ Dwoada yi.
id_xqa9zo5xaf,Young guys also walk with a sense of pride because the customs and traditions that used to regulate their behavior are no longer in place.,"Mmabunu a wɔwɔ hɔ ɛnnɛ atoto wɔ ani awe ɛfiri sɛ, amammerɛ ne amanneɛ a na ɛkyekyere wɔn kane no nyinaa nni hɔ bio."
id_3kfc4w3im0,Some articles follow that will tell us more about this cancer,Atwerԑ ahodoᴐ binom di akyire a ԑbԑkyerԑ yԑn pii afa saa kokoram yi ho.
id_ybsuois17x,"The comments of others can be discouraging, and he belittles himself for not being able to do anything.","Nsɛm a afoforɔ ka fa obi ho no tumi bu n'abam, na ɔbu ne ho abomfia sɛ ɔrentumi nyɛ biribi."
id_7e3sdcs0yc,Counselling sessions should be availed to adolescent girls in school.,Ɛsɛ sɛ wɔde afotu bere di dwuma ma mmeawa a wɔrebɛn mpanyin afe so wɔ sukuu mu.
id_r2lvaa4u7c,"But, in all this, it was said in the news that, the number of kangaroos in Australia doesn't normally attack people like what has happened because, since 1936 till now, this is the first time something like this has happened in the country's history.","Nanso, yei nyinaa mu no, wɔkaa wɔ kaseɛbɔ no mu sɛ, kangaroo dodoɔ a wɔwɔ Australia no ntaa nto nhyɛ nnipa so sɛdeɛ asi yi ɛfiri sɛ, ɛfiri 1936 bɛsi sɛsɛɛ no, yei ne deɛ ɛdi kan a asi wɔ ɔman abakɔsɛm no mu."
id_1sebgew5kz,The church has been under construction for the last two years.,Wɔasisi asɔredan no mfe abien a atwam ni.
id_7lk3f1o9xw,The voting process was free and fair to the concerned parties.,Na abatow nhyehyɛe no yɛ nea wontua hwee na na ɛyɛ nea ɛfata ma afã horow a ɛfa wɔn ho no.
id_rlvb7ea9fh,"Physical and sexual assaults, or threats to commit them, are the most apparent forms of domestic abuse and violence and are usually the actions that allow others to become aware of the problem.","Honam fam ne nna mu ɔbrasɛeɛ, anaa ahunahuna sɛ wɔbɛyɛ no ne efie ayayadeɛ ne basabasayɛ a ɛda adi kɛseɛ na mpɛn pii no ɛyɛ nneyɔɛe a ɛma afoforɔ hunu ɔhaw no."
id_ukzv6vhjoc,"I believe there is so many things going on in your mind, but don't worry.","Megye di sɛ w'adwene mu ayɛ wo keserennee, nanso nsuro."
id_o33cbeybmq,"Although the reasons for his dismissal of Lawyer Effah Dartey are unclear, the two lawyers must wear the robes of the court","ℇwɔ mu sɛ deɛ ama wayi Lɔya Effah Dartey mu no mu nna hɔ deɛ, nanso ɛsɛ sɛ alɔyafoɔ mmienu yi hyɛ asɛnnie atadeɛ no gyina saa asɛnnie yi mu"
id_aen4r7gg27,He was the fourth and last of his parents' children.,Ɔne ne n’awofoɔ mma mu deɛ ɔtɔ so nnan ne deɛ ɔtwa toɔ.
id_e9f3pw5i21,The officer says she was knocked by a car.,Ɔsraani panyin no ka sɛ kar bi bɔɔ no.
id_rgqemddwak,"When their Prime Minister Liz Truss was talking, he mentioned that the Queen has become a rock on which the country Britain was built.","Berɛ a wɔn Prime Minister Liz Truss rekasa no, ɔkaa sɛ Ɔhemmaa no akɔyɛ sɛ botan bi a na wasi Britainman no asi so."
id_thrk0g6202,"As we have not yet elected new leaders, they have requested all of us to make financial contributions, especially in the education sector, which is a very sensitive sector.","Esiane sɛ yennya npaw akannifo foforo nti, wɔasrɛ yɛn nyinaa sɛ yɛmfa sika ntoboa, titiriw wɔ nhomasua mu, a ɛyɛ adwuma a ɛyɛ mmerɛw yiye."
id_7mh0gokv6u,"Nkrabeah Effah Dartey serving as the counsel for Aisha Huang as of October 11, 2022, Lawyer Alfred Tuah Yeboah, who is representing the state, stated that all the necessary documents to aid in the prosecution are ready.","Saa asɛm yi anyɛ Nkrabeah Effah Dartey, mmaranimfoɔ a ɔgyina mu ma Aisha Huang no abodwo ɛsiane sɛ, Mmaranimfoɔ panin, Alfred Tuah Yeboah yi ara kaa no wɔ asɛnnibea hɔ wɔ asɛnnie a atwam no mu wɔ Ahinime 11, 2022 sɛ n'ahoboa asi, na adanseɛ nkrataa ahodoɔ a ɔde bɛdi dwuma no nyinaa nso ayɛ krado."
id_ve4r8rvkj0,Not every kid want to work in a bank.,Ɛnyɛ abɔfra biara na ɔbɛtena sikakorabea ayɛ adwuma wɔ hɔ.
id_u67yq4cxs9,"It will be released on October 26, 2022 at the National Theater in Nkran.","Wɔbɛyi no Ahinime 26, 2022 wɔ Ɔman Sinihwɛbea a ɛwɔ Nkran no mu."
id_3fll8urqxa,Good evidence will help you in this court case.,Adanse pa bɛboa wo wɔ asɛnnibea yi mu.
id_9qnfu6rd0l,The Food and Agriculture Organization of the United Nations conducted a study in,Asoeɛ a Ɛhwɛ Nnuane ne Kuayɔ ho Nsɛm so wɔ Amanman Nkabom kuo mu no yɛɛ nhwehwɛmu bi wɔ 2019 mu.
id_dz7n1ucn5e,Christianity has influenced a lot of changes.,"Ɛnam Kristosom nti, nsakraeɛ aba saa nneyɛeɛ yi mu."
id_6ejw5mqpaa,"in some dangerous situation, it makes their vagina swelled","Tebea a ɛyɛ hu pa ara mu no, ɛtumi ma wo baa no honhono yɛ kɔɔ."
id_3bdrhmsz9v,Training officials about corruption can not stop them from making bad decisions.,Mpaninfoɔ a wɔretete wɔn wɔ porɔyɛ ho no ntumi nsi wɔn kwan sɛ wobɛsi agyinaeɛ bɔne.
id_zl1f34r2z1,"He was born in Dodowa, the district of Accra.",Wɔwoo no wɔ Dodowa a ɛwɔ Nkran Mantam mu.
id_bzh7ovzfqe,The Governor ruled both Ashanti and the Northern Territories by proclamations until 1946.,Aban no de n'ano dii Asantefoɔ ne Atifi fam mufoɔ kɔsii 1946 mu.
id_yx8da5gh91,Political candidates have been given only two months to campaign,Wɔama wɔn a wɔpɛ amammuisɛm no asram abien pɛ sɛ wɔnyɛ ɔsatu
id_qouxjkljtd,They divided the government power with the British in 1951-1955 and they had voice in the governmental issues.,"Wᴐne Britain foᴐ kyεε amammuo tumi wᴐ 1951-1955 mu, a na wᴐtumi kasa wᴐ amammuo no nsεm mu."
id_owq6zqfwpc,but this doesn't mean a woman cannot contract it from sexual affair.,Nanso wei nkyerɛ sɛ ɔbaa bi rentumi nnya mfiri nna mu.
