id,Twi
id_mug7j7jner,"Afei nso bɔ mmɔden sɛ worensesa biribiara wɔ baabi a wɔato no mona no, tew ho, yi ho, mfa biribiara nsi hɔ."
id_9d1ytg630f,"Gyinae biara a wubesi no, ɛsɛ sɛ wudi kan bisa wo mpanyimfo."
id_64kgoy3m6r,"Aman bi ntam ntawntawdi taa ka aman a atwa wɔn ho ahyia no, enti ɛma ntawntawdi no yɛ kɛse."
id_vnd5dll4a4,"Bio, fango ayɛ no ma a, ɛboa nipadua no wɔ akwan ahodoɔ so."
id_bsn7i5ggrt,"Nokwarem no, wiase a wɔayɛ no foforo mu a yɛte mu no nkyerɛ sɛ ɛsɛ sɛ yegyae yɛn amammerɛ ne amammerɛ amammerɛ a ɛsom bo no koraa."
id_dguoup7ev0,"Wɔn ase ne wɔn ho no taa yɛ wɔn yaw, na ɛtɔ da nso a ɛyɛ wɔn yaw pa ara."
id_k9niw62qfl,Fafiri ne ɔkwan a eye sen biara a wɔfa so de basabasayɛ to twa wɔ nnipa mu.
id_nur79nb2ge,"Sɛ wo hokafo dɔɔso a, ɛma asiane a ɛwɔ hɔ sɛ wobɛtrɛw nyarewa a wɔde ba no mu no yɛ kɛse."
id_kzyv4o67o4,Nnipa a wɔwɔ mpɔtam hɔ nyinaa wɔ gyinapɛn ne gyinapɛn ahorow a wɔbom.
id_lw88bvv4j9,Adwumakuo a ɛhwɛ Nkitahodie ne Nhomanim ho dwumadie so no tumi de E-sua ho nneɛma dii dwuma yie maa ntoasoɔ sukuu ahanson
id_nyr42pg3dt,Obi a wosusuw sɛ ɔyɛ bɔne no betumi agye atom sɛ odi fɔ anaasɛ onni fɔ.
id_zczjmd6xr3,Ɔkwan bɛn so na wobetumi de mmara a mpɔtam hɔ atumfoɔ ayɛ no adi dwuma yiye?
id_9o9qlndx07,Awofo no bisa sɛ wɔmfa nhomasua nhyehyɛe a wɔde ma kwa mma wɔn.
id_vy7yti4g22,Ɛsɛ sɛ wɔkyerɛkyerɛ nkorɔfoɔ wɔ hia a ɛho hia sɛ wotua toɔ no ho.
id_56d1idmrbc,"Yɛsrɛ wo, fa asɛm a ɛboa no no kyerɛkyerɛ wo abisade no mu."
id_jtsi82ifsm,Asuafo benya wɔn amanneɛbɔ nkrataa wɔ afe afe a edi hɔ no mu.
id_uvxygcyeqq,Ɛsɛ sɛ nkorɔfoɔ di mmara no so na wɔkwati basabasayɛfoɔ atɛntenenee.
id_uv9amqmlxw,"Wɔhyɛ no sini bi, na wayi agu, na wɔyɛ saa ara mprɛnsa."
id_wtiwqnxs05,"Me Awuraa Silk, kae sɛ ɔbarima kɔ soro berɛ nyinaa wɔ kwan biara a ɔbɛfa so ne ɔbaa de ne ho ahyɛ mu - a awaresɛe nso ka ho, nanso ne ne mmarima de mu no, ɔbaa da asiane mu sɛ ɔbɛtɔ fam berɛ nyinaa."
id_tdc7y71ha7,Romero ne wɔn a wɔhwɛ wɔn atamfoɔ no ani so no nyinaa ahyɛ nteteeɛ ase nnawɔtwe yi.
id_agoyk4u9ul,"Misusuw sɛ minim baabi a beae no wɔ, a ɛkyerɛ gyidi bi wɔ ankorankoro nimdeɛ ne nim a wonim mu."
id_zfx38u7rbh,Yeinom nyinaa sii berɛ a wɔdii nkonim wɔ Portugalfo ne Dutchfoɔ ko no mu.
id_igzd916xhz,"Ahorɔbea yɛ beaeɛ a wɔhwɛ nnipa a wɔretwa kwan no anaa nneɛma a wɔtwa wɔn ho hwɛ, a wɔtaa yɛ no aman mmienu ntam."
id_qyinh1hob9,"Wᴐduruu afideԑ no ase no, wᴐde wᴐn nsa too Nana Kwaakye Ameyaw ne ne mpanimfoɔ anim, ne yawdifoᴐ kyeree wᴐn de wᴐmaa Asantehene."
id_n0kb6qc35e,Mmabunu pii a wɔwɔ mfinimfini mantam mu no nom nnubɔne ɔkwammɔne so.
id_25ifr8arfe,Ɔkwan bɛn so na ɛsɛ sɛ akuafo di ɔhaw ahorow a ɛfa nnua no ho dwuma?
id_x6vugtflre,Yɛbɛhwɛ Akanni gyidie a ɛfa owuo ne ayiyɛ ho wɔ Akanni gyidie a ɛfa nkwa ne owuo ho: Afahyɛ II.
id_hgq0llgi2g,"Sɛ wode biribi boa ɔmanfo a, ɛma wonya din pa wɔ wɔn ani so."
id_x78ejj8wrt,Wɔbɛbu adwumayɛbea ahorow a wɔde wɔn bɛkɔ no akontaa wɔ polisifo no wu ho.
id_nxpgwdff7e,Nnipa a wɔte kuro yi mu nyinaa da no adi sɛ aban no bɔhyɛ no abrɛ wɔn.
id_1yvepetuc1,"Ghanafoɔ pii gye di sɛ, sɛ obi hyɛ biribi de kata nanim bere tenten a, ɛbɛtumi ama wanya nyarewa afoforɔ nso."
id_pfn6fn6il6,"Wɔ August 1962 mu no, anka anka wɔrebekum Nkrumah wɔ Kulugungu wɔ kokoa mu."
id_k62nu0l4mk,"Daa, anɔpa biara minom nsu a ɛma abotɔyam bi, nanso ɛnyɛ nea ɛbɛyɛ na me sukɔm ano abrɛ ase."
id_izaqhyxiux,Ɔyɛ agumadi ho amanneɛbɔfo a ɔwɔ ahotoso sɛ otumi yɛɛ ne sɔhwɛ ahorow no yiye.
id_7g1hpoggxd,"Nsɛm a yɛabobɔ so yi nyinaa yɛ adanseɛ a ɛkyerɛ sɛ, abɛnkoro (palm weevil) mmoawa yɛ nam a nipadua no hia pa ara."
id_iwzmjznqr9,Wɔn adwumakuo no ne nea wodi kan a wɔde nnuaba ne atosodeɛ a ɛyɛ foforo kɔ Ghana.
id_6oj24yqvth,Aduan atitiriw bo kɔɔ soro kɛse wɔ ɔyaredɔm no mu.
id_zvij36nlqw,"Wei kyerɛ sɛ seesei a wabɔ akɔkoraa no, ɛsɛ sɛ ɔbɔ ne ho mmɔden sɛ ɔbɛtena ase te sɛ mako."
id_22qqfc693q,"Sɛ wɔmpɛ sɛ wotu wo fi wasase so a, ɛsɛ sɛ wowɔ nkrataa a ɛkyerɛ sɛ woyɛ wɔn dea."
id_jt57asmavq,Ɔyaredɔm no asi nnisoɔ nhyehyɛe pii a aban ayɛ afe yi no kwan kɛse.
id_drj5nsr908,"Nanso deɛ yɛrebisa yɛn ho ne sɛ, Adɛn nti na awareɛ ne mpetewano nyinaa sɛe anaa tete mu?"
id_cbs0cqfmpp,Karotenᴐ a ԑboa ma nipadua no tumi ko tia nyarewa ahodoᴐ no nso wᴐ mu.
id_jek8de9cnl,Ɛnsɛ sɛ adwumawura yɛ ntɛm bu adwumayɛfo atɛn.
id_gva7mghw21,Ɛsɛ sɛ kuro badwa no yɛ nsuo trɛ adwuma wɔ mmeaeɛ afoforɔ nso.
id_21ai93976y,Nkorɔfoɔ abɛyɛ nnubɔne ho nnɔbae wɔ mpɔtam hɔ.
id_ejqw1yzlc7,kaa sɛ soafoɔ no wɔ animuonyam sɛ ɔne ne mmaranimfoɔ no ba badwa no anim.
id_30lkj3ptv5,Sika dodow a wonyae no antumi ankata nneɛma a ɛho hia nyinaa so.
id_8pw9z5osfv,"Ɔsoafoɔ a ɔhwɛ nsase ne nneɛma a ɛwɔ asase so so no, Samuel Abu Jinapor abɔ Ɔmanpanin no, Mantam Mu mpanimfoɔ ne Mantam mu nnwumakuo a wɔwɔ tumi ne akannifoɔ binom a wɔn gyinaeɛ ho hia no asodie sɛ wɔn na ama galamsey asɛm no ayɛ den wɔ ɔman yi mu."
id_r1pil68r1b,"Wohunu sɛ w'atamfoɔ reyɛ wɔn adwene sɛ wɔbɛto ahyɛ wo so a, ɛsɛ sɛ hwɛ wo akyi."
id_2cj2iimk65,Metɔɔ saa mpaboa no wɔ Ghanaiancedi mpem asia mu.
id_sgzn05lksw,Ade baako a wobɛtumi ayɛ de abɔ wo adwene ho ban ne sɛ wobɛdwene nneɛma pɔtee bi ho na woadwene ho yie ansa na woayɛ biribi.
id_nmcz1sd64f,Wɔde Polio a wɔka no ano no ho nnuru a wɔde hyɛ wɔn den bɛma mmofra a wonnii mfe anum nyinaa.
id_533tzechkg,Nwomasua nhyehyɛe no bo yɛ den dodo sɛ obiara betumi atua.
id_y6wc6s8lbt,2.Deɛ ɛtɔ so mmienu ne adaesoɔ sotɔɔ.
id_a8zi2oxhwm,Akwasidee nnum na ɛwɔ afe biara mu.
id_l298c8o4k1,Amanaman som a ɛwɔ Ghana no akɔ so anya wɔn nkɛntɛnso esiane abusuabɔ a emu yɛ den a ɛwɔ abusua mudi mu ne mpɔtam hɔ amammerɛ ahorow ho nti.
id_0yvc51nn4q,"Deɛ ɛyɛ awerɛhoɔ ne sɛ, saa mmɔfra yi firi aseɛ firi wiase yi mu ntɛm ara."
id_laqr2oe058,Ɔman no bɔɔlbɔ ahyehyɛde no atirimpɔw ne sɛ ɛbɛma wɔn a wodi bɔɔlbɔ akannifo no ahu sɛ ɛsɛ sɛ wɔboa wɔn.
id_599dwla1xa,"Ɛno da nkyɛn a, nnuaba binom a laekopein wɔ mu te sɛ noosɔ, asukɔ ne deɛ ɛkeka ho. Guava yɛ papa pa ara na emu laekopein dɔɔso pa ara."
id_lf01fs8pqc,Nnipa dodow a wɔanya coronavirus wɔ Kenya no kɔ so kɔ soro da biara da.
id_ttes66j6bi,"Mframa ho hia ɛfiri sɛ onipa home yɛ mframa, na sɛ onipa gyae home a, ɔwu."
id_jczg9jaosv,Nnipa dodow no ara bu nsafufuo nkosua sɛ akyiwade.
id_ubcyukm6s0,"Mfe bi a atwam no, nnipa kuw bi wuwui bere a wɔnom nsa a ano yɛ den no bi akyi."
id_e1gaxod9dv,Mani gye nnipa a wɔaware wɔ mmara kwan so wɔ yɛn asɔre no mu ho pa ara.
id_4ph2zj4zwl,Nsuomnam dodow no ara a wɔtɔn no gua wɔ gua ahorow so no fi mpataayifo a wɔwɔ ɔman no mu no adwuma mu tẽẽ
id_oamnuwi0ry,"Sikasɛm mu nsɛnnennen, ɔman no sikasɛm mu adehwere, ɛka, aduokoro, nnuan ne ngo bo a ɛreyɛ den esiane Ukraine ɔko no, ɛka ne ɔkɔm a ɛwɔ ɔman no mu nyinaa da Owura William so."
id_ylkp2dyl72,Na ɔwɔ abasobɔde wɔ Italy ne Belgium sɛ (Gospel sankubɔfo papa a ɔwɔ Ghana).
id_81k8yttqca,Ɛsɛ sɛ mpanyimfo a wodi anim no kɔ abatowbea no ntɛm yiye.
id_5gm1m3h9gv,Wɔmaa wɔn a wɔakɔ adesua no mu no akwankyerɛ a wɔde bedi dwuma bere a wɔresi gyinae a etwa to no ho gyinae no
id_13ccr9sb7i,Ɛyɛ papa sɛ wubenya sika afi nnipa bɛboro baako hɔ.
id_8zekl83lkz,Wɔrebɛsi abɔntenban foforo.
id_5taz3yz4zd,"Berɛ rekɔ so no, onipa no yafunu no tumi bɔ mu ma ɛde yafunu mu nyarewa ahodoɔ ne ayamtim ba."
id_4meddwgwgf,Seesei nnipa a wɔwɔ Ghana reyɛ ɔman no ahokyerɛ krataa a wɔde bɛkyerɛ wɔn ho.
id_1ja1m4ydme,Sɛ wobɛtumi adi nkonim a ɛsɛ sɛ wohwɛ obi a ɔkyɛn wo.
id_luojjntlcq,"Wɔ adeyɛ bi a ɔyɛ ntɛm so mu no, ɔkyerɛkyerɛfo panyin no too nsa frɛɛ nsɛm ho amanneɛbɔfo sɛ wɔmmra nhyiam bi, na ɔhyɛɛ wɔn mmɔdenbɔ a wɔrebɔ sɛ wɔbɛma biribiara ada adi na wɔabu akontaa no so dua."
id_9vw42t560m,Nnipa pii a wofi mmeae ahorow yɛ nyisaa fie yi mmabarima ne mmabea.
id_egi8gbrcng,Meresua ade wɔ ɔman no mu ɔman a eye sen biara.
id_xa4rdknzd9,"Wɔ mpɔtam bi mu no, wɔbu nnipa a wɔanya yare mmoawa no mu nnipa atɛnkyea."
id_vk49mzyue2,Atorodi ne sɛ obi nam nnaadaasɛm so begye sika afi ne nsam denam nnaadaa anaa nnaadaa so.
id_lxos2muzev,Nnipa binom wɔ hɔ a wɔn ho dɔɔso nanso wɔatu agyanan baako a ɛnso.
id_19vsapaba7,Aduane a ɛsom bo ma nnipa nkwa wɔ aduaba mu.
id_ff2zwy385s,"Wɔamma yɛn kwan sɛ yɛne yɛn anantwi nkɔ amannɔne, na eyi de asetenam haw baa yɛn so."
id_yx5znr4a85,Jera yɛ amammerɛ asa ne nnwom a Dagbambafoɔ a wɔwɔ Ghana Atifi fam no di.
id_ezls7n0xk8,"Sɛ yɛdi mpataa no dɛ akyi a, yɛbɛfa Asubɔnten Frao nyinaa, yɛbɛwie yɛn adesua wɔ ha na yɛakɔ so berɛ foforɔ."
id_p3zxmj7eb5,Yeinom nyinaa na ɛhwɛ ma obi nya apɔmuden nanso aduane biara a wɔde ba nipadua no mu no wɔ dwuma titire na ɛwɔ nipadua akwaa titire bi a wɔboa.
id_nyibbgpvby,Owura Kweku kaa sɛ ɔbɛdi nkonim wɔ ɔmampanin dedaw John Mahama a wɔabɔ no abotiri sɛ ɔno na wadi nkonim ama NDC frankaa a ɔbɛsoa ansa na 2024 abatoɔ kɛseɛ no adu so no so.
id_22kvnwffmp,"Mfe abiɛsa mu no, wɔbɛhu ɔkwan a wɔbɛfa so adi kɔhodie ho dwuma wɔ sɛnea wɔbɛdi kɔlera so nkonim no ho."
id_pg26a0b397,Drama no ka ɔbarima ne ɔbea bi ho asɛm.
id_x2hg6oe6hj,Me nnamfonom de wɔn ho hyɛɛ madwumayɛ mu bere a wohui sɛ minya mfaso no akyi.
id_v5ezqnl0oc,"Nnipa pii nni anigye wɔ wɔn afie mu, na ɛma yehu anigye a ankorankoro nya wɔ wɔn afie mu no."
id_hwck1jyi54,"Esiane sɛ ɔkyerɛkyerɛfo panyin no nni hɔ nti, ɔboafo no na odi ho dwuma."
id_6ia2pr9x8s,"Nufusu, ɛmo, ne yogɔto: Yeinom yɛ nnuane a wɔka sɛ ahoɔdennuro binom te sɛ protein ne kalsium ahyɛ no ma."
id_ohzkl94muu,"Asubɔnten no yiri, na bere biara a osu bɛtɔ kɛse no, atwa kwan no."
id_y2mxhged7d,Akwahosan ho adwumayɛfo nyinaa ayɛ adwuma kɛse wɔ coronavirus bere yi mu.
id_dswgur9vkg,"Ɛnam saa kwan yi so na ntini a ɛfa dwonsɔ ne awodeɛ mu nsuo no fa kɔ ɔbarima no abaaseɛ, ɔbarima no to."
id_hi2rrdf8k2,Ɛsɛ sɛ wogye nkurɔfo tom wɔ asase ho mmara ho.
id_700yfd8l9e,"Nanso seesei deɛ, sɛdeɛ wɔate aseɛ no, deɛ ɔyɛ saa anaa deɛ wɔsisi no no bɛtumi ayɛ ɔbarima anaa ɔbaa panin anaa abɔfra."
id_54dbq9pgwy,Wɔtow tuo bɔɔ nnipa afoforo pii wɔ basabasayɛ yi mu.
id_o9rfp9v4fy,Na kwan biara nni hɔ a ɔbɛfa so ama ɔtemmufo no agye asɛm no adi.
id_hliqnln1x6,Ɛsɛ sɛ ɔmantam nhomasua sohwɛfo no ma nhomasua ho nnwuma tu mpɔn wɔ mpɔtam hɔ.
id_yjeuslr7dc,"Mmaa ne mmarima: Mmarima ne mmaa nyinaa bɛtumi anya saa yadeɛ yi bi, nanso mmaa na wɔntaa nnya bi."
id_wktrdaly8j,"Mmabunu asetenam nhyehyɛe no yɛɛ no sɛ wɔde wɔn ani bɛsi mmabun a wɔdi hia ne wɔn a wɔnni adwuma so, na na wɔn botae ne sɛ wɔbɛma wɔn sikasɛm atu mpɔn."
id_szcfa1c9f4,Aban no ne Asoeɛ a Ɛhwɛ Kuadwuma so no yɛɛ baako de nnuane yi bi firi mmeaeɛ a wɔdua no kɔɔ dwa wɔ Nkran na wɔtɔn maa Nkran ne mpɔtam a atwa ho ahyia no.
id_dcoeogdsc5,"Ansa na wɔredi afahyɛ no ankasa, Nmaadumo no, wɔyɛ aburow dua amanne de hyɛ Ga Kalenda ne afahyɛ ahorow a ɛkɔ so wɔ mu no ase."
id_9shtcldm10,Yadeɛ no taa ba wɔ mmeaeɛ a ɛbɛn ɔhyeɛ no.
id_9emispay92,Akanfo gyidi a ɛfa owu a wɔannyae ho nhyehyɛe ne owu a efi nyarewa mu no te sɛ nea ɛte no ara.
id_4y07br5gmm,"Ɛsiane sɛ na wɔpɛ sɛ wɔdi WAEC mmara a ɛka sɛ, wɔremma asuafoɔ nkɔ sɔhwɛ dan no mu simma aduasa wɔ berɛ a wɔahyɛ no akyi nti, berɛ a na abɔ awia bɛyɛ 1:30 p.m. pɛpɛɛpɛ no, akyerɛkyerɛfoɔ no too wɔn mu too sɔhwɛ dan no mu."
id_v2swe2cwzd,"Animdefoɔ kyerɛ sɛ, sɛ obi nom nsuo a, ɛboa no ma ne kɛse so te na ne kɛse nso ankɔ soro."
id_vfqn6gxfa7,KFC gyina hɔ ma 'Kentucky Fried Chicken' a ɛkyerɛ 'akokɔ a yɛkyeree no wɔ Kentucky'.
id_d8rv5zg743,Ɔkɔɔ sɛ ɔrekɔtwerɛ mfoni no bi wɔ ne fon so.
id_o6nsveq2pl,Ná ɔwɔ asɔre nnwontofo mu ne sukuu asetra nyinaa mu.
id_f7fyjdtcpq,Wɔtu awofo fo sɛ wɔmfa abeawa abofra no nkɔ sukuu.
id_4miys7btap,Woanom nsuo pii nso ma w'anom tew na wua mfuturo biara a ɛwɔ w'anom no.
id_d73yk1ohwe,Nnipa binom a wɔabɔ wɔn ho mmɔden nso betumi anya saa mfasoɔ korɔ yi ara bi afiri awia nna mu.
id_phojsat1fv,"Sɛ kuw bi betumi adi nkonim wɔ agumadi mu a, ɛsɛ sɛ agumadifo no bu ɔhwɛfo no."
id_8tsj02a4ui,"Megye di sɛ ɛnyɛ nnipa kuo bi nko ara na wɔnya saa nsunsuansoɔ yi, na mmom yɛn nyinaa."
id_n1zyhvlz71,"Wɔn nkuro ne; Ayase, Abofour, Afiduase ne Adukuro."
id_ws9hsjk5xa,"Sɛ obi yɛ ɔbenfo a, ɛkyerɛ sɛ onim adwuma pɔtee bi mu yiye"
id_o98co1l81b,Ama yɛn asetena ayɛ basaa.
id_bubr2eejdz,"Nnansa yi ara Rev. Appiah a na ɔfrɛ Sofo Biblical nso bɔɔ asɛm bi too Agradaa so maa ɛno nti, apolisifoɔ asan akyere Agradaa bio."
id_i9an1hz149,Ayaresabea no de wɔn ho ahyɛ adwumayɛfo a wɔwɔ ahoɔden wɔ ɔsom adwuma a wɔde ma ho no ho na wɔde wɔn adwene asi so.
id_pa9eoim356,"Ɛkyerɛ nsɛm bi te sɛ sɛnea wobɛyɛ ɔwofo, sɛnea wobɛfa nnamfo so ne atipɛnfo nhyɛso."
id_try9128sr7,Ɔmantam no ahyɛ nkurɔfo nkuran sɛ wɔnhwɛ baabi foforo a wonya anyinam ahoɔden no.
id_frhvamzj9h,Wɔmfa mmarima ne mmea nyɛ pɛ.
id_xw5pkokovu,Ahobammɔ mmarima no de wɔn ho hyɛɛ ahotew ne ahotew a wɔbɛhyɛ ho nkuran wɔ mpɔtam hɔ no mu.
id_o6lyyof174,"Bere biara a nneduafo no bɛyare no, na wɔde wɔn kɔ ma wɔsa wɔn yare."
id_kqxkdu22ts,Ɛyɛ kwan baako nso a yɛfa so yi yɛn adwene fi yɛn haw ahodoɔ bebree no so.
id_nogkzmq3v1,Ɛyɛ papa bere nyinaa sɛ wobɛyɛ nea wopɛ biara.
id_9dgt6pwvmp,"Nsuom bebree boa ma w'apɔm yɛ adwuma wɔ w'apɔm mu, na w'akyi nso yɛ adwuma yie."
id_1otb6wvql9,Bere tiaa a wɔde ama no hyɛ nkuran sɛ wɔnyɛ adwuma ntɛmntɛm.
id_a8pz80rgd9,"Deɛ nti a ɛte saa ne sɛ, awofoɔ tumi dii wɔn mma so yie."
id_4inuxug4c1,"Nanso, wei yɛ ɔko a wɔreko atia abɔntene a mmara mma ho kwan no fa bi pɛ."
id_9d1x8bv26p,Ɔsɔfo no yɛɛ Aseda afahyɛ bi wɔ ne fie Fida.
id_q9pap3vnzh,"Berɛ a Owura Charles Abani ne no rekasa wɔ Joy TV so no, ɔkaa sɛ ne manfoɔ ayɛ krado sɛ wɔbɛboa ama Ghana anya nkɔso ama ɔman no atu mpɔn."
id_65qe00ccfj,Wɔyii ɔkyerɛkyerɛfo panyin no fii adwuma esiane sɛ wɔkae sɛ ɔde ne ho hyɛɛ dapɛn a etwaam adwumayɛban adwumayɛban no mu nti.
id_ht0j8wypr8,Ɔsoafoɔ no yɛɛ sukuu ahodoɔ sɛ baabi a wɔbɛtumi akɔ akɔfa amammerɛ mu nneɛma bi aba.
id_85nggapv4z,Ɛsɛ sɛ akuafo yɛ adwumakuw ahorow na wotumi bɔ mmɔden sɛ wɔbɛbɔ aban no.
id_167minsgt8,"Ofori-Atta toaa so kyerɛɛ mu sɛ, Amerika dola boɔ no akɔ soro ama aman afoforɔ a wɔn ani gye sikasɛm te sɛ Yen, Paund ne Euro no nso anya nsunsuansoɔ wɔ so."
id_4dntn4p8rm,Mmea kuw a wɔwɔ yɛn akuraa no ase no paw wɔn akannifo foforo nnɛra.
id_3rcqk9v7rx,Mmea sii so dua sɛ wobɛtoto aba ama nnipa a wɔbɛboa wɔn.
id_w6pjzih396,Ne nneyɛɛ bɔne resɛe yɛn man no din.
id_5e40f0l639,"Aba a wodua no, enyin yɛ ntini na awiei koraa no, ɛyɛ afifide."
id_w1e8olov9x,"Nhwehwɛmu kyerɛ sɛ ɔkwan titire baako a nsanyareɛ tumi trɛ no ne sɛ wɔde mogya, anaa mogya ho nneɛma a HIV wɔ mu bɛhyɛ obi mogya mu."
id_cyo5nrnv0y,"Wɔma ankorankoro ahyehyɛde ahorow kwan ma wɔyɛ wɔn adwuma wɔ Ghana kwa,"
id_r2bld4t7ys,"Ebinom nim wɔn yie, ebinom nso nnim wɔn a wɔnhyɛ da."
id_ogo7oerxfs,"Adwumakuo no akannifoɔ a wɔhwɛ saa adwumayɛbea yi so no kyerɛɛ mu sɛ, sɛ yɛannyae saa nneyɛɛ yi a, yɛbɛgye mfasoɔ a yɛbɛnya afiri kookoo no mu nyinaa afiri yɛn nsam."
id_a0oe6rsogl,"Akyerɛkyerɛfo a wɔwɔ Ghana no nwiinwii wɔ akatua kakraa bi a wonya no ho, sɛ wontumi nhwɛ mmusua no na wɔmfa ntua bosea."
id_4tlsngojfo,"Ansa na ɔrebɛwuwu no, ɔyɛɛ adwuma wɔ ayaresabea pii a ɛwɔ ɔman no mu nyinaa."
id_r62wtxkcgs,Mma wo ne onipa a wɔaye no adi adanse sɛ ɔwɔ coronavirus no mmɛn da.
id_5x6kjfsv1v,Yɛn man anya bosea a wɔde bɛyɛ nhyehyɛe ahorow a ɛma sikasɛm mu nkɔso ba.
id_brrm3kn5vi,"Ɛnnɛ, mmea awarefo ani gye ho sɛ wɔne mmarima adefo bɛtena sen sɛ wɔne wɔn kununom bɛtena."
id_1b6lems3r2,wɔde aduan ne mpa ama aguanfo.
id_cf4n86y8yz,Polisifo adwumayɛban a ɛwɔ Gonja Mfinimfini fam no hyewee ma polisifo hweree wɔn agyapade.
id_bm50pl23o1,"Sɛ La Dade Kotopɔn mantam no mu deɛ a, nnipa no mu 1.3% na wɔdi hia, ɛnna Nkran Mantam no mu deɛ, wɔn mu 2.5%."
id_feuc7d2uv7,Ɛnam so ma nsɛeɛ no tumi kyere onipa no.
id_utvv9q3zob,Asɔredan a wɔyɛ asɔfo no yɛ sukuu a wɔtete asɔfo.
id_e5pj3gqhd5,Owura Bagbin kyerɛ mu sɛ wɔbɛma Ɔsoafoɔ a ɔhwɛ Sika so no anya kwan akyerɛ n'adwene mu.
id_846vy0nx20,"Asoafoɔ a wɔhwɛ nwomasua so no kaa sɛ, sɛ yɛbɛsan abue sukuu ahodoɔ mu a ɛno ne ade titire a ɛsɛ sɛ yɛsusu ho."
id_waz41lun1l,Wɔbɔɔ no sobo sɛ okum onipa wɔ asɛnnibea.
id_cmgnsw2500,Wɔbɛma nkurɔfo a wɔwɔ baabi a wɔn ho tew no bere a ɛdɔɔso a ɛbɛboa ma wɔasi wɔn ho dɔm ano.
id_nsc6y063yz,"Asikyire yadeɛ yɛ hu pa ara, ne saa nti, ɛsɛ sɛ yɛbɔ mmɔden bɔ ho ban."
id_g2cetwhtai,Wɔagu nsãdan ahorow mu bere a wɔayi nhyehyɛe pii a wɔabara nnwuma ahorow so no
id_zsl8oecg89,Evelyn Lauder a ɛnam no so na ahyɛnsodeɛ kɔkɔɔ no bae.
id_wpjwl613ek,Mmoadabi betumi asɛe afifide pii.
id_1mo613dlwy,Katolek gyidi no sisi nasɔre wɔ mmepɔw so.
id_7jcms7mewz,Wɔakyekyɛ nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie so nkitahodie
id_himjf0ehg3,Mpɔtam hɔfo de ntontom asa so de yɛ nneɛma afoforo.
id_h2xoz7xelo,Wɔn totem ne ɔkɔre.
id_ksmo3ggwaw,Apolisifo bɔɔ me nuabea esiane sɛ wannya anim akataso nti.
id_nzw8pvcixx,"Mpɛn pii no, nnipa de wɔn nsa mmienu no nyinaa kura wɔn ti de kyerɛ yea kɛse, awerɛhoɔ, ne mmusuo."
id_v6wel9ic9m,Bɔne fakyɛ nko ara betumi asi obi kwan sɛ wɔbɛbɔ no sobo wɔ asɛnnibea ahorow.
id_q4uyores4u,"kaa sɛ, wɔato toɔ a wɔatoɔ so mmienu ne fa wɔ toɔ (VAT) a ɛyɛ ade foforɔ a wɔde aba sikasɛm nhyehyɛeɛ no mu."
id_p7b1u6c76l,Nsu a ɛretrɛw no sɛee sukuu no kɛse.
id_ei6na5uso9,Dwoada no asraafo kunkum nnipa a wonni atuo wɔ basabasayɛ no mu.
id_z4sbq39w7p,Ɛsɛ sɛ Nkramofo kwati sɔhwɛ bere a Ramadan reba awiei no.
id_a2so0g6x1e,Abɔnten so sum yɛ ade titiriw a ɛde korɔnobɔ ne apoobɔ ba.
id_3qepidyc55,Aban mpanyimfo no pɛ sɛ wɔko tia abayifo nnuruyɛfo a mmea awo no dwumadi.
id_17e97eg0sq,Aba no titiriw yɛ nea wɔde dua efisɛ wobetumi anya sika afi nnɔbae a wotwa mu.
id_rfryv7kqis,Wɔyɛɛ adwumakuo bi a ɛwɔ aman foforo so adwuma sɛ wɔnyɛ akwan.
id_tn8ocu8obx,sukuu dedaw ho ka a wotua ho ka fa bere a wosua nhoma a wɔde to wɔn ho so no
id_uuok3b8mxp,Ɛsɛ sɛ akuafo ahyehyɛde ahorow ka wɔn a wonya aban mmoa no ho mfaso no ho.
id_93xf822bgw,"Na mmaa a wɔnya yadeɛ yinom bi no bu no sɛ ɛyɛ afideɛ ma wɔn, enti ɛyɛ aniwu ma wɔn sɛ wɔbɛsusu ho mpo."
id_6r8l6y4aog,Nsɛnkyerɛwfo kaa ne nkonimdi a odii wɔ abatow a ɛbaa nnansa yi no ho asɛm.
id_yvvdxe6m1o,Nnubɔne betumi ama obi adwene atu afra.
id_fzoo14shqk,"kaa saa ɛfiri sɛ, sɛ yɛkyekyɛmu a, akyerɛkyerɛfoɔ dodoɔ no ara a wɔtenaa sɔhwɛ no ase wɔ Ayɛwohomumɔ 2021 mu no antumi anyɛ adesua mmienu."
id_tg23wg8337,Nnipa dodow bi awuwu wɔ atiridii yareɛ mu wɔ Ghana.
